district,year,total_enrollment,grade_3k,grade_pk_(half_day_&_full_day),grade_k,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,num_female,pct_female,num_male,pct_male,num_asian,pct_asian,num_black,pct_black,num_hispanic,pct_hispanic,num_multi-racial,pct_multi-racial,num_native_american,pct_native_american,num_white,pct_white,num_missing_race/ethnicity_data,pct_missing_race/ethnicity_data,num_students_with_disabilities,pct_students_with_disabilities,num_english_language_learners,pct_english_language_learners,num_poverty,pct_poverty,economic_need_index
24,2019,59578,0,4035,4520,4612,4704,4797,4897,4830,4220,4439,4419,3909,3730,2962,3504,28230,0.4738326370716095,31348,0.5261673927307129,11824,0.19846251606941223,1514,0.02541206404566765,37413,0.6279667019844055,251,0.004212964326143265,325,0.005455033853650093,7966,0.13370707631111145,285,0.0047836448065936565,10217,0.17148947715759277,12795,0.21476048231124878,45397,0.761975884437561,0.7249976396560669
24,2020,58313,258,3981,4348,4475,4516,4604,4754,4557,4250,4369,4475,3863,3582,3148,3133,27789,0.476548969745636,30524,0.523451030254364,11495,0.1971258521080017,1444,0.024762917309999466,36724,0.6297737956047058,246,0.004218613263219595,332,0.005693413317203522,7694,0.13194313645362854,378,0.0064822593703866005,10025,0.17191706597805023,12291,0.21077632904052734,44650,0.7656954526901245,0.7404882907867432
24,2021,55158,175,3356,4082,4074,4267,4336,4417,4356,4009,4278,4311,3575,3552,3046,3324,26309,0.4769752323627472,28849,0.5230247378349304,10921,0.19799485802650452,1371,0.02485586889088154,34902,0.6327640414237976,279,0.005058196373283863,322,0.0058377753011882305,7063,0.1280503273010254,300,0.005438921041786671,9671,0.1753326803445816,12924,0.23430871963500977,42498,0.7704775333404541,0.7389453053474426
24,2022,54197,1489,3263,3762,3930,3958,4146,4211,4084,3779,4067,4301,3892,3226,2966,3123,25767,0.47543221712112427,28430,0.5245677828788757,10306,0.19015812873840332,1193,0.022012287750840187,35121,0.6480247974395752,333,0.006144251674413681,313,0.005775227211415768,6595,0.1216856986284256,336,0.006199605297297239,9025,0.16652213037014008,14240,0.2627451717853546,40021,0.738435685634613,0.7082573175430298
25,2018,39585,0,3098,3036,3015,2790,2906,2879,3005,2826,2796,2761,2960,2705,2490,2318,19398,0.4900341033935547,20187,0.5099658966064453,19490,0.4923582077026367,2968,0.07497789710760117,11434,0.28884679079055786,341,0.008614374324679375,222,0.005608184728771448,4969,0.12552735209465027,161,0.004067196976393461,5667,0.14316028356552124,7399,0.18691423535346985,28202,0.7124415636062622,0.6356512308120728
25,2019,39037,0,3080,2847,2989,2921,2769,2820,2839,2959,2798,2786,2954,2569,2348,2358,19090,0.48902323842048645,19947,0.5109767913818359,19256,0.49327561259269714,2750,0.07044598460197449,11451,0.2933370769023895,362,0.009273253381252289,244,0.006250480189919472,4771,0.12221738696098328,203,0.005200194660574198,5701,0.1460409313440323,7036,0.1802392601966858,26941,0.6901401281356812,0.6303076148033142
25,2020,38687,92,2960,2858,2845,2975,2873,2713,2801,2872,2952,2827,2819,2703,2304,2093,18946,0.4897252321243286,19741,0.5102747678756714,19036,0.4920516014099121,2525,0.0652673989534378,11738,0.3034094274044037,376,0.00971902720630169,225,0.005815907381474972,4557,0.11779150366783142,230,0.005945149343460798,5729,0.14808592200279236,6825,0.1764158457517624,27012,0.6982190608978271,0.6542007923126221
25,2021,37515,75,2832,2683,2755,2751,2851,2789,2625,2780,2810,2887,2465,2658,2434,2120,18279,0.487245112657547,19236,0.5127549171447754,18682,0.4979874789714813,2329,0.06208183243870735,11404,0.303985059261322,419,0.011168865486979485,231,0.006157536990940571,4209,0.11219511926174164,241,0.006424096878618002,5686,0.1515660434961319,7249,0.19322937726974487,26285,0.700653076171875,0.6458888053894043
25,2022,37197,1625,2514,2617,2581,2584,2563,2693,2652,2561,2631,2710,2617,2418,2258,2173,18282,0.49149125814437866,18915,0.5085087418556213,18096,0.4864908456802368,2146,0.05769282579421997,11813,0.31757938861846924,443,0.011909562163054943,218,0.0058606876991689205,4182,0.11242841929197311,299,0.00803828239440918,5423,0.14579132199287415,7350,0.19759657979011536,24732,0.664892315864563,0.6151483058929443
26,2018,32891,0,1745,1874,1745,1861,1862,1869,2026,1965,1924,2071,4034,3503,3347,3065,15967,0.48545193672180176,16920,0.5144264101982117,17392,0.5287768840789795,3706,0.11267519742250443,5651,0.17180991172790527,408,0.012404609471559525,265,0.008056915365159512,5382,0.1636313945055008,87,0.0026451004669070244,4794,0.1457541584968567,2518,0.07655590027570724,19520,0.5934754014015198,0.46486252546310425
26,2019,32678,0,1746,1812,1900,1784,1851,1887,1902,2167,1994,1933,4160,3314,3119,3109,15921,0.4872085154056549,16757,0.5127914547920227,17289,0.529071569442749,3748,0.11469490081071854,5649,0.17286859452724457,455,0.013923740945756435,263,0.008048227988183498,5162,0.15796560049057007,112,0.0034273823257535696,4800,0.14688780903816223,2633,0.08057408779859543,18759,0.5740559101104736,0.46768712997436523
26,2020,32524,31,1746,1788,1813,1901,1764,1834,1885,2067,2185,2030,4067,3433,3046,2934,15853,0.48742467164993286,16671,0.5125753283500671,17329,0.5328065156936646,3607,0.11090271919965744,5607,0.1723957657814026,482,0.014819825068116188,371,0.011406960897147655,5028,0.15459352731704712,100,0.0030746525153517723,4785,0.14712212979793549,2566,0.07889558374881744,18955,0.5828003883361816,0.4971531927585602
26,2021,31661,28,1666,1670,1695,1736,1833,1722,1795,1927,1997,2167,3898,3414,3164,2949,15492,0.489308625459671,16169,0.5106914043426514,17039,0.5381699800491333,3434,0.10846151411533356,5603,0.176968514919281,481,0.015192192047834396,355,0.01121253240853548,4600,0.14528915286064148,149,0.004706105217337608,4694,0.14825810492038727,2931,0.09257446229457855,18155,0.573418378829956,0.4918278157711029
26,2022,30859,912,1490,1624,1635,1573,1664,1751,1663,1760,1802,1946,3684,3323,3117,2915,15103,0.4894196093082428,15756,0.5105803608894348,16790,0.5440876483917236,3243,0.10509089380502701,5625,0.18228068947792053,511,0.016559189185500145,342,0.011082665994763374,4159,0.13477429747581482,189,0.006124631501734257,4463,0.14462555944919586,2761,0.08947146683931351,17447,0.5653780102729797,0.4756559729576111
27,2018,44879,0,2994,3314,3401,3403,3575,3534,3701,3542,3602,3636,3157,2632,2228,2160,21556,0.4803137183189392,23323,0.5196862816810608,10230,0.22794625163078308,10085,0.22471535205841064,17445,0.3887118697166443,321,0.0071525657549500465,1913,0.04262572526931763,4689,0.10448093712329865,196,0.004367298912256956,7982,0.17785601317882538,5000,0.11141068488359451,35051,0.781011164188385,0.700023353099823
27,2019,45146,985,2826,3223,3247,3299,3298,3527,3536,3700,3560,3586,3196,2719,2448,1996,21532,0.47694146633148193,23614,0.5230585336685181,10200,0.22593364119529724,9947,0.22032959759235382,17765,0.39350107312202454,354,0.007841226644814014,1995,0.04418995976448059,4706,0.1042395755648613,179,0.003964914008975029,8183,0.18125636875629425,4825,0.1068754717707634,34029,0.7537544965744019,0.6881651878356934
27,2020,45820,2168,2950,3060,3170,3169,3237,3250,3541,3488,3733,3552,3238,2708,2288,2268,21855,0.47697511315345764,23965,0.52302485704422,10302,0.2248363196849823,9808,0.21405500173568726,18265,0.39862504601478577,395,0.008620689623057842,2043,0.04458751529455185,4710,0.10279353708028793,297,0.006481885444372892,8111,0.17701877653598785,4595,0.10028371959924698,34536,0.7537319660186768,0.7104367613792419
27,2021,43662,1843,2733,2787,2986,3023,3040,3142,3173,3408,3451,3662,2853,2791,2381,2389,20811,0.4766387343406677,22851,0.5233612656593323,9729,0.2228253334760666,9159,0.20977051556110382,17571,0.40243232250213623,472,0.010810315608978271,1970,0.04511932656168938,4526,0.10365993529558182,235,0.005382254719734192,7894,0.18079794943332672,4589,0.10510283708572388,33048,0.7569053173065186,0.7065012454986572
27,2022,41502,1943,2593,2790,2776,2780,2847,2935,3006,3057,3266,3311,2836,2513,2492,2357,19769,0.4763384759426117,21733,0.5236614942550659,9083,0.21885691583156586,8533,0.20560455322265625,17035,0.4104621410369873,446,0.010746469721198082,1893,0.045612260699272156,4092,0.09859766066074371,420,0.010119994170963764,7286,0.17555780708789825,4641,0.11182593554258347,30766,0.7413136959075928,0.678277850151062
28,2018,42671,0,3298,2751,2827,2820,2784,2845,2748,2588,2533,2474,3996,3884,3624,3499,21111,0.4947388172149658,21556,0.5051674246788025,12503,0.29300931096076965,9100,0.21325959265232086,11666,0.2733941078186035,655,0.015350003726780415,1519,0.035597946494817734,6972,0.163389652967453,256,0.005999390501528978,6538,0.1532188206911087,4450,0.10428628325462341,30065,0.704576849937439,0.6152872443199158
28,2019,42379,0,3253,2763,2715,2731,2775,2715,2785,2642,2526,2519,4074,3907,3427,3547,20937,0.4940418601036072,21442,0.5059581398963928,12674,0.29906320571899414,8474,0.19995751976966858,11745,0.2771419882774353,737,0.017390688881278038,1509,0.03560725972056389,6953,0.1640671044588089,287,0.006772221997380257,6592,0.15554873645305634,4551,0.10738809406757355,29418,0.6941645741462708,0.6121336817741394
28,2020,42006,336,3289,2752,2707,2653,2637,2695,2592,2603,2589,2534,3985,3791,3525,3318,20740,0.49373897910118103,21266,0.5062609910964966,12480,0.2971004247665405,7948,0.18921107053756714,11959,0.28469741344451904,803,0.019116315990686417,1547,0.036828070878982544,6832,0.1626434326171875,437,0.010403275489807129,6460,0.1537875533103943,4337,0.10324715822935104,28657,0.6822120547294617,0.6334084272384644
28,2021,40681,288,2971,2529,2655,2530,2511,2518,2547,2484,2546,2572,3881,3743,3533,3373,20299,0.4989798665046692,20382,0.5010201334953308,12528,0.3079570233821869,7444,0.18298467993736267,11559,0.2841375470161438,827,0.02032889984548092,1488,0.03657727316021919,6454,0.1586489975452423,381,0.009365551173686981,6254,0.15373270213603973,4452,0.10943683981895447,27311,0.6713453531265259,0.6268460154533386
28,2022,39396,1647,2744,2390,2364,2416,2349,2326,2261,2334,2294,2450,3608,3495,3373,3345,19666,0.49918773770332336,19730,0.500812292098999,12054,0.305970162153244,7076,0.1796121448278427,11519,0.2923900783061981,848,0.021525027230381966,1482,0.03761803358793259,6111,0.15511727333068848,306,0.007767286151647568,5827,0.14790841937065125,4177,0.10602599382400513,25125,0.6377550959587097,0.5937106013298035
29,2018,27663,0,2343,2206,2283,2375,2231,2374,2613,2303,2206,2268,1073,1135,1076,1177,13395,0.48422080278396606,14268,0.5157791972160339,4446,0.160720095038414,17027,0.6155152916908264,4366,0.15782815217971802,233,0.00842280313372612,986,0.03564327955245972,508,0.01836387999355793,97,0.0035064888652414083,4472,0.16165998578071594,2300,0.08314354717731476,20856,0.7539312243461609,0.6335886716842651
29,2019,26894,0,2215,2125,2230,2228,2310,2291,2392,2338,2278,2227,1069,1070,1055,1066,12950,0.48152002692222595,13944,0.5184799432754517,4411,0.1640142798423767,16332,0.6072729825973511,4361,0.1621551215648651,232,0.008626459166407585,1013,0.03766639530658722,480,0.017847847193479538,65,0.0024168959353119135,4486,0.1668030023574829,2320,0.08626459538936615,19692,0.7322079539299011,0.6278095245361328
29,2020,26140,200,2120,2038,2128,2170,2165,2290,2245,2207,2309,2264,1165,987,917,935,12591,0.4816755950450897,13549,0.5183244347572327,4370,0.1671767383813858,15437,0.5905508995056152,4467,0.1708875298500061,258,0.009869931265711784,1025,0.0392119362950325,467,0.017865341156721115,116,0.004437643568962812,4344,0.16618210077285767,2311,0.08840856701135635,19225,0.7354629039764404,0.6579546332359314
29,2021,24612,157,1801,1801,1983,2045,2080,2104,2240,2110,2172,2251,1041,1033,888,906,11810,0.4798472225666046,12802,0.520152747631073,4265,0.1732894480228424,14046,0.5706972479820251,4388,0.17828701436519623,302,0.012270437553524971,1010,0.04103689268231392,483,0.01962457410991192,118,0.004794409032911062,4115,0.16719485819339752,2383,0.09682268649339676,17989,0.7309036254882812,0.658638596534729
29,2022,24266,1222,1838,1667,1738,1834,1919,1962,2024,2009,2031,2101,1173,973,951,824,11650,0.48009559512138367,12616,0.519904375076294,4299,0.17716145515441895,13626,0.5615264177322388,4512,0.18593917787075043,275,0.011332728900015354,943,0.03886095806956291,428,0.017637846991419792,183,0.007541415747255087,3861,0.15911151468753815,2365,0.09746146947145462,16927,0.6975603699684143,0.6227589249610901
30,2018,41144,0,3230,2930,2989,3038,2993,2945,3141,3340,3237,3111,3029,2829,2191,2141,20309,0.4936078190803528,20835,0.5063921809196472,8859,0.21531693637371063,2674,0.06499125063419342,21888,0.5319852232933044,497,0.012079525738954544,313,0.007607427425682545,6784,0.1648843139410019,129,0.0031353295780718327,6075,0.14765214920043945,7044,0.1712035834789276,30023,0.7297054529190063,0.7025837302207947
30,2019,40730,0,3219,2898,2885,2897,2947,2952,2967,3439,3162,3242,2894,2662,2329,2237,20135,0.4943530559539795,20595,0.5056469440460205,8769,0.21529585123062134,2622,0.06437515467405319,21494,0.5277191400527954,582,0.014289221726357937,308,0.007561993785202503,6821,0.16746869683265686,134,0.003289958229288459,6148,0.150945246219635,6565,0.1611834019422531,28693,0.7044684290885925,0.6901205778121948
30,2020,39837,157,3056,2912,2814,2781,2796,2860,2923,3272,3199,3120,2770,2500,2336,2341,19753,0.4958455562591553,20084,0.5041544437408447,8371,0.21013128757476807,2454,0.061601024121046066,21055,0.5285287499427795,637,0.015990160405635834,262,0.006576800253242254,6851,0.17197580635547638,207,0.00519617460668087,6076,0.1525215208530426,6094,0.15297336876392365,27921,0.7008810639381409,0.6943379640579224
30,2021,37978,113,2806,2550,2683,2635,2627,2662,2830,3061,3063,3163,2832,2555,2183,2215,18890,0.4973932206630707,19088,0.5026067495346069,8020,0.2111748903989792,2356,0.06203591451048851,19852,0.5227236747741699,676,0.017799777910113335,259,0.006819737609475851,6600,0.17378482222557068,215,0.005661172326654196,5864,0.15440517663955688,6464,0.1702038049697876,27182,0.7157301306724548,0.6924160718917847
30,2022,37664,1452,2572,2564,2462,2525,2554,2514,2577,2999,2826,2999,2715,2674,2136,2095,18707,0.49668118357658386,18957,0.5033188462257385,7596,0.20167799293994904,2314,0.061437979340553284,19811,0.5259929895401001,759,0.02015186846256256,261,0.0069296942092478275,6709,0.17812766134738922,214,0.005681818351149559,5551,0.14738211035728455,6961,0.18481838703155518,25012,0.664082407951355,0.6532549262046814
31,2018,62537,0,3948,4412,4610,4662,4612,4669,4645,4359,4229,4198,4941,4929,4218,4105,30610,0.4894702434539795,31921,0.5104338526725769,6232,0.09965300559997559,7975,0.1275245100259781,17771,0.2841677665710449,889,0.01421558391302824,298,0.004765179008245468,29163,0.46633192896842957,209,0.0033420214895159006,15090,0.2412971556186676,3838,0.06137166917324066,36156,0.5781537294387817,0.5187513828277588
31,2019,62265,0,4090,4264,4518,4564,4560,4555,4624,4371,4371,4197,4724,4619,4588,4220,30549,0.49062877893447876,31716,0.5093712210655212,6899,0.1108006089925766,7735,0.12422709167003632,17880,0.2871597111225128,956,0.015353729948401451,292,0.004689632914960384,28180,0.4525817036628723,323,0.005187504924833775,15258,0.245049387216568,3919,0.06294065713882446,35997,0.5781257748603821,0.5220618844032288
31,2020,64054,2317,3907,4286,4245,4484,4527,4590,4492,4369,4408,4363,4846,4644,4476,4100,31315,0.4888843894004822,32739,0.5111156105995178,7823,0.12213132530450821,7664,0.11964904516935349,18544,0.2895057201385498,1086,0.016954444348812103,302,0.00471477210521698,28433,0.44389107823371887,202,0.0031535890884697437,15478,0.2416398674249649,3939,0.061494987457990646,36593,0.5712835788726807,0.5418459177017212
31,2021,63051,2366,3730,4033,4230,4156,4413,4485,4499,4295,4339,4427,4763,4652,4545,4118,30819,0.4887947738170624,32232,0.5112051963806152,8213,0.13025963306427002,7524,0.1193319708108902,18320,0.29055842757225037,1116,0.0176999568939209,300,0.004758052993565798,27274,0.4325704574584961,304,0.00482149375602603,15184,0.24082092940807343,4377,0.0694199949502945,36259,0.5750741362571716,0.5387490391731262
31,2022,61838,2597,3743,3955,4067,4118,4057,4333,4421,4103,4275,4301,4666,4591,4657,3954,30191,0.48822730779647827,31647,0.5117726922035217,9161,0.1481451541185379,7283,0.11777547746896744,18003,0.2911316752433777,1146,0.018532294780015945,290,0.004689672961831093,25672,0.4151492714881897,283,0.004576473962515593,14529,0.23495261371135712,4598,0.07435557246208191,35715,0.5775575041770935,0.534561812877655
32,2018,11537,0,1012,687,758,856,853,907,930,1004,1078,1053,581,625,582,611,5616,0.48678165674209595,5921,0.513218343257904,248,0.021496055647730827,1948,0.16884805262088776,9000,0.7800987958908081,14,0.0012134870048612356,51,0.004420559853315353,254,0.022016122937202454,22,0.0019069082336500287,2405,0.208459734916687,2241,0.1942446082830429,10426,0.90370112657547,0.8846509456634521
32,2019,11029,0,1082,639,678,700,814,818,905,1040,991,1054,588,600,561,559,5357,0.4857194721698761,5672,0.5142805576324463,243,0.02203282341361046,1837,0.16656088829040527,8600,0.7797624468803406,19,0.0017227309290319681,51,0.004624172579497099,259,0.02348354272544384,20,0.0018134010024368763,2343,0.21243992447853088,2038,0.18478555977344513,9818,0.8901985883712769,0.8723880052566528
32,2020,11807,784,1134,648,668,690,688,799,869,993,1037,1017,691,655,590,544,5786,0.49004828929901123,6021,0.5099517107009888,248,0.021004488691687584,1759,0.14897942543029785,9105,0.7711527347564697,20,0.0016939103370532393,54,0.0045735579915344715,315,0.026679089292883873,306,0.025916829705238342,2264,0.1917506605386734,2272,0.19242821633815765,10094,0.8549165725708008,0.8813287019729614
32,2021,11204,731,1014,538,651,656,674,679,789,956,961,1019,669,676,625,566,5427,0.4843805730342865,5777,0.5156193971633911,245,0.021867189556360245,1766,0.15762227773666382,8602,0.7677615284919739,91,0.008122099563479424,54,0.004819707479327917,307,0.027400927618145943,139,0.012406283058226109,2207,0.1969832181930542,2260,0.2017136663198471,9549,0.8522849082946777,0.8749542832374573
32,2022,11181,777,972,615,618,696,677,703,731,919,930,989,694,654,623,583,5405,0.4834093451499939,5776,0.5165906548500061,220,0.01967623643577099,1690,0.15114927291870117,8812,0.7881227135658264,42,0.0037563724908977747,56,0.005008496344089508,310,0.02772560529410839,51,0.004561309237033129,2024,0.18102137744426727,2714,0.2427332103252411,9091,0.8130757808685303,0.8259465098381042
75,2018,24864,0,325,1455,1638,1831,1838,1951,1866,1588,1636,1559,1987,1776,1544,3870,6643,0.2671734094619751,18221,0.7328265905380249,1971,0.07927123457193375,9014,0.3625321686267853,9953,0.400297611951828,180,0.0072393822483718395,425,0.017092986032366753,3316,0.13336551189422607,5,0.00020109394972678274,24470,0.9841538071632385,5540,0.22281210124492645,21643,0.870455265045166,0.8914847373962402
75,2019,25479,0,388,1540,1794,1737,1890,1866,1969,1754,1632,1602,1933,1818,1487,4069,6819,0.2676321566104889,18659,0.7323285937309265,2204,0.08650261163711548,9038,0.3547234833240509,10278,0.403391033411026,208,0.00816358532756567,458,0.017975587397813797,3290,0.1291259527206421,3,0.00011774402810260653,25075,0.9841437935829163,5794,0.2274029552936554,22031,0.864672839641571,0.8901286721229553
75,2020,26174,187,245,1749,1823,1914,1814,1925,1862,1874,1756,1658,1944,1741,1509,4173,6941,0.2651868164539337,19233,0.7348131537437439,2393,0.09142660349607468,9126,0.34866660833358765,10671,0.40769466757774353,245,0.00936043355613947,431,0.016466721892356873,3272,0.12500955164432526,36,0.0013754107058048248,25806,0.9859402179718018,5957,0.22759227454662323,22922,0.8757545948028564,0.8995588421821594
75,2021,26524,133,275,1727,1937,1901,1898,1804,1891,1755,1895,1732,1875,1782,1474,4445,7025,0.26485446095466614,19499,0.7351455092430115,2517,0.09489519149065018,9229,0.3479490280151367,10850,0.4090634882450104,243,0.009161514230072498,425,0.016023224219679832,3247,0.12241743505001068,13,0.0004901221254840493,26231,0.9889534115791321,5801,0.2187075912952423,23255,0.8767531514167786,0.8947396874427795
75,2022,25937,153,207,1570,1902,1876,1816,1806,1694,1809,1630,1813,1845,1749,1511,4556,6925,0.26699310541152954,19012,0.7330068945884705,2654,0.10232486575841904,8809,0.3396306335926056,10596,0.4085283577442169,267,0.010294174775481224,427,0.016462968662381172,3176,0.12245055288076401,8,0.0003084396885242313,25624,0.9879323244094849,6003,0.23144543170928955,22510,0.8678721785545349,0.8852192759513855
79,2018,5092,0,0,0,0,0,0,0,0,3,15,184,345,3800,105,640,1876,0.3684210479259491,3216,0.6315789222717285,562,0.11036920547485352,1963,0.38550668954849243,2149,0.4220345616340637,29,0.005695207975804806,76,0.014925372786819935,313,0.06146897003054619,0,0.0,862,0.1692851483821869,622,0.12215239554643631,3807,0.7476433515548706,0.8595689535140991
79,2019,5100,0,0,0,0,0,0,0,0,8,24,130,282,3779,92,785,1765,0.34607842564582825,3335,0.6539215445518494,531,0.10411764681339264,1891,0.37078431248664856,2253,0.4417647123336792,21,0.004117647185921669,75,0.014705882407724857,329,0.0645098015666008,0,0.0,874,0.17137254774570465,716,0.14039215445518494,3724,0.7301960587501526,0.85001540184021
79,2020,9025,0,0,0,0,0,0,0,1,3,25,175,338,3948,566,3969,3360,0.3722991645336151,5665,0.6277008056640625,884,0.09795013815164566,3151,0.34914126992225647,4206,0.4660387933254242,32,0.003545706393197179,147,0.016288088634610176,598,0.06626038998365402,7,0.00077562325168401,1872,0.20742382109165192,1410,0.15623268485069275,6992,0.7747368216514587,0.8683958053588867
79,2021,7234,0,0,0,0,0,0,0,0,3,9,146,270,3693,457,2656,2713,0.3750345706939697,4521,0.6249654293060303,691,0.09552115201950073,2577,0.35623446106910706,3329,0.46018800139427185,25,0.0034559026826173067,100,0.013823610730469227,508,0.07022394239902496,4,0.0005529444315470755,1606,0.22200718522071838,1051,0.14528614282608032,5758,0.7959635257720947,0.870246171951294
79,2022,5055,0,0,0,0,0,0,0,0,2,96,113,231,2218,339,2056,1723,0.3408506512641907,3332,0.6591493487358093,456,0.09020771831274033,1857,0.3673590421676636,2313,0.4575667679309845,24,0.004747774451971054,66,0.013056379742920399,338,0.0668644905090332,1,0.0001978239306481555,1199,0.23719090223312378,729,0.14421364665031433,3839,0.7594460844993591,0.852878749370575
84,2018,113528,0,533,11445,12016,11447,10857,10032,9584,9887,9042,8251,6784,5601,4314,3735,57761,0.5087819695472717,55766,0.4912092089653015,2946,0.025949545204639435,60025,0.528724193572998,43171,0.3802674114704132,980,0.008632231503725052,1148,0.010112042538821697,4978,0.04384821280837059,280,0.0024663519579917192,20002,0.17618560791015625,7859,0.06922521442174911,92292,0.8129448294639587,0.7556270360946655
84,2019,119551,0,524,12001,12103,11765,10955,10196,10568,10871,9568,8690,6954,6480,4764,4112,60958,0.509891152381897,58593,0.49010881781578064,3256,0.027235237881541252,61792,0.5168672800064087,46552,0.3893902897834778,1113,0.009309833869338036,1358,0.011359169147908688,5199,0.04348771646618843,281,0.0023504612036049366,21281,0.17800770699977875,8264,0.06912530958652496,96585,0.8078978657722473,0.7538944482803345
84,2020,129668,0,572,13217,13130,12313,11798,10928,11152,12087,10677,9320,7553,6867,5556,4498,65986,0.5088842511177063,63682,0.4911157786846161,3732,0.028781194239854813,65654,0.5063238143920898,51836,0.3997593820095062,1228,0.009470339864492416,1433,0.0110512999817729,5516,0.042539406567811966,269,0.002074528718367219,23257,0.17935805022716522,9256,0.0713822990655899,104010,0.8021254539489746,0.7810327410697937
84,2021,138648,0,636,13122,13775,13331,12526,11982,11474,12952,12093,10584,7746,7269,6065,5093,70093,0.5055463910102844,68555,0.4944535791873932,4292,0.03095608949661255,68676,0.49532628059387207,56084,0.4045063853263855,1543,0.01112890150398016,1556,0.011222664266824722,6052,0.043650105595588684,445,0.0032095666974782944,25299,0.18246927857398987,10755,0.07757053524255753,112037,0.8080679178237915,0.780144214630127
84,2022,139752,0,863,12299,13122,13154,12688,11963,11694,12849,12336,11538,8075,7221,6248,5702,70506,0.5045079588890076,69246,0.49549201130867004,4526,0.032385941594839096,67765,0.48489466309547424,57427,0.41092076897621155,1907,0.013645600527524948,1526,0.010919342748820782,6106,0.04369168356060982,495,0.003541988553479314,25075,0.17942498624324799,12655,0.09055326879024506,111488,0.797756016254425,0.7746046185493469
